extension_id,label,see_categories,manifest_version,permissions_count,has_host_permissions,host_permissions_count,has_content_scripts,has_holistic_match_pattern,match_pattern_scope,has_service_worker,has_background_page,sensitive_permissions_count,has_web_accessible_resources,has_externally_connectable,has_csp_declaration,has_update_url,content_script_count,has_file_match_pattern,has_all_frames,content_script_run_at,has_dnr_rules_file,has_redirect_rules,dnr_rule_count,has_optional_host_permissions,optional_permissions_count,has_cookies_permission,has_history_permission,has_tabs_permission,has_bookmarks_permission,has_topSites_permission,has_browsingData_permission,has_downloads_permission,has_geolocation_permission,has_webRequest_permission,has_webRequestBlocking_permission,has_debugger_permission,has_management_permission,has_activeTab_permission,has_clipboardRead_permission,has_clipboardWrite_permission,has_contentSettings_permission,has_privacy_permission,has_proxy_permission,has_nativeMessaging_permission,has_webNavigation_permission,has_declarativeNetRequest_permission,has_offscreen_permission,has_fileBrowserHandler_permission,js_file_count,total_js_size_bytes,fetch_api_count,xhr_api_count,http_api_total_count,has_external_url_in_js,external_domain_count,has_runtime_sendMessage,has_onMessage_listener,has_eval_or_function,has_websocket,has_sendBeacon,has_cookies_getAll,has_cookies_get,has_document_cookie,has_formdata,has_blob,has_arraybuffer,has_setInterval,has_setTimeout,has_json_stringify,has_btoa,has_downloads_onCreated,has_downloads_cancel,has_downloads_download,has_tabs_create,has_declarativeNetRequest_js,outbound_request_count,unauthorized_domain_count,sends_user_data,has_periodic_sync,is_sw_initiated,is_cs_initiated,see_behavior_detected,cookies_stolen,redirect_detected,download_hijacked
3D Model Downloader__gbdaimhoibipdfjcejfnhjiiipglfolf_v1.0.0,1,UProf,3,1,False,0,True,True,3,False,False,1,False,False,False,True,2,False,False,1,False,False,0,False,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,3,8848,0,0,0,False,0,True,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,0,2,False,False,False,True,True,False,False,False
67 Modes__epalknkeekpgbcefekliakemaoiieihh_v1.0.1,1,,3,1,False,0,True,True,3,False,False,0,False,False,False,True,1,False,True,3,False,False,0,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,26603,0,0,0,True,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,4,False,False,False,True,True,False,True,False
A11y Agent__dlfhldnfebkdpfiadgfbbokhkilkcldi_v0.7.1,1,UReq,3,5,False,0,True,True,3,True,False,2,True,False,False,True,1,False,False,3,False,False,0,False,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,9,453178,4,0,7,True,5,True,True,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,0,4,False,False,False,True,True,False,True,False
Accessibility Visualizer by Webability__jbadkmdfkhibeigbahhbfhgfohfamihi_v3.0.1,1,"UReq,UProf",3,3,False,0,True,True,3,True,False,1,True,False,False,True,1,False,False,3,False,False,0,False,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,4,612574,1,1,13,True,4,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,0,2,False,False,False,True,True,False,False,False
Ad Blocker & Pop Up Blocker Free__hbojhfcenacjamkmlbjahpejofnpfaoh_v1.0,1,"UReq,UProf",3,3,False,0,True,True,3,False,False,1,False,False,False,True,1,False,False,1,False,False,0,False,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,2,4059,0,0,2,False,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,2,False,False,False,True,True,False,False,False
Adios Alexa for Shopping (formerly Rufus Remover)__mieclgnidoedjdjgbkdbdeeighicndkk_v2.0.0,1,"UReq,UProf",3,3,False,0,True,False,2,True,False,1,False,False,False,True,1,False,False,1,False,False,0,False,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,80217,0,0,5,False,0,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,0,4,False,False,False,True,True,False,True,False
Advanced Find__klggkkcendjllkafifiapjiadoiijngf_v1.1.1,1,"UReq,UProf",3,2,False,0,True,True,3,True,False,1,True,False,False,True,1,False,False,3,False,False,0,False,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,6,53693,2,0,2,True,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0,2,False,False,False,True,True,False,False,False
AI Background Remover Pro__digfbagcepnhepbcecepngcaecjhbmjf_v1.2.1,1,"UReq,UProf,LF,UDown",3,3,False,0,True,True,3,True,False,2,True,False,True,True,1,False,False,3,False,False,0,False,0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,6,1740400,18,4,32,True,8,True,True,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False,True,True,False,0,4,False,False,False,True,True,False,True,False
AI Prompt Capsule__oecjnijhbnpljhhhammpcmomadblinnl_v0.1.3,1,,3,1,False,0,True,True,3,True,False,0,False,False,False,True,1,False,False,3,False,False,0,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,33739,0,0,0,False,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0,4,False,False,False,True,True,False,True,False
AI Prompt Framework Helper__najadbfgioidonbjdfgggjbgoieojegh_v1.2.1,1,,3,1,False,0,True,True,3,True,False,0,False,False,False,True,1,False,False,3,False,False,0,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,49167,0,0,0,True,1,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,0,4,False,False,False,True,True,False,True,False
AI Voice Detector__meoemgjigjkbeicbndnoddlghdoflfej_v1.1.0,1,"UReq,UProf,CE",3,5,False,0,True,True,3,True,False,2,True,False,True,True,1,False,False,3,False,False,0,False,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,10,1112840,6,0,15,True,5,True,True,True,False,True,False,False,True,True,False,True,True,True,True,False,False,False,False,False,False,0,4,False,False,False,True,True,False,True,False
Air Horn - Virtual Meeting Sound Effect__jnpgehdbmlhimjfkbpbipojlndofaefh_v1.2,1,"UReq,UProf",3,1,False,0,True,True,3,True,False,0,True,False,False,True,1,False,False,3,False,False,0,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,19772,1,0,1,False,0,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0,4,False,False,False,True,True,False,True,False
Aliexpress Age Verification Remover__hhkaefhmnkimihnaoplmhnakfkmmfhka_v1.0.3,1,"UReq,UProf",3,2,False,0,True,False,2,False,False,1,False,False,False,True,1,False,False,1,False,False,0,False,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,11551,0,0,1,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2,False,False,False,True,True,False,False,False
Allegro Clean View__bdbgeihjandpdlaekgjfhbomjfphdian_v1.2.2,1,"UReq,UProf",3,2,False,0,True,False,2,True,False,1,False,False,False,True,3,False,False,3,False,False,0,False,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,37431,0,0,7,False,0,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,0,2,False,False,False,True,True,False,False,False
Allo - Click to Call__bjjbpnjndjmamflhendfjfefdbpleclk_v1.1.0,1,"UReq,UProf",3,6,False,0,True,True,3,True,False,2,True,False,False,True,1,False,True,3,False,False,0,False,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,5,271430,0,0,3,True,1,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,0,4,False,False,False,True,True,False,True,False
Allow Paste - Enable Copy & Paste__efkpdhmgonpgfmifjpgpdginadfgbmfc_v1.0.0,1,"UReq,UProf",3,2,False,0,True,True,3,False,False,1,False,False,False,True,1,False,True,1,False,False,0,False,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,7724,0,0,2,False,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,4,False,False,False,True,True,False,True,False
Amharic Typer__ddbnnbempknijoeepnhleloopaefnkbj_v1.0.3,1,"UReq,UProf",3,1,False,0,True,True,3,True,False,0,True,False,False,True,1,False,False,3,False,False,0,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,29985,1,0,1,True,1,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0,4,False,False,False,True,True,False,True,False
AmpliFI__hjpgkahgljgfbmnbjpenoemcmcaibgbh_v1.0.27,1,"UReq,UProf,CE",3,1,False,0,True,True,3,True,False,0,True,False,False,True,1,False,False,3,False,False,0,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6,2120988,3,8,30,True,7,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False,False,8,3,False,False,True,True,True,False,False,False
Angular Highlight__infobgaghdedlmbmedgmknemgkeomojp_v1.0.2,1,,3,1,False,0,True,True,3,False,False,0,True,False,False,True,1,False,False,3,False,False,0,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,13254,0,0,0,False,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0,2,False,False,False,True,True,False,False,False
Animalese Voice Generator__dmnbcefmnpgnokidlmgicdckjekinkcm_v1.1.2,1,"UReq,UProf",3,2,False,0,True,True,3,True,False,0,False,False,False,True,1,False,False,3,False,False,0,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7,10281,0,0,1,False,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,0,2,False,False,False,True,True,False,False,False
Animetan_ Asbplayer with automation__mmoglblloplhkmjpeckknpadfhpgjhoi_v1.1.4,1,"UReq,UProf",3,7,False,0,True,True,3,True,False,3,True,False,False,True,4,False,True,3,False,False,0,False,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,52,5194379,56,8,193,True,28,True,False,True,True,False,False,False,False,True,True,True,True,True,True,True,False,False,False,False,False,0,4,False,False,False,True,True,False,True,False
Annotation Paste__gdemgddpamacnekfglehabhpgaigfhoh_v1.0.8,1,,3,3,False,0,True,True,3,True,False,2,False,False,False,True,1,False,False,1,False,False,0,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,2,22736,0,0,0,False,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0,2,False,False,False,True,True,False,False,False
AnyPicker - XPath & CSS Selector for Scraping__fgmmembodnjkaniaobbkgjnlpfpdclpe_v1.0.0,1,"UReq,UProf",3,2,False,0,True,True,3,True,False,1,False,False,False,True,1,False,False,3,False,False,0,False,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,3,54109,1,0,4,True,4,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,0,2,False,False,False,True,True,False,False,False
April Fools Chaos__dohpkdohhggfojlgbgmkfklpmicegdni_v1.0.0,1,"UReq,UProf",3,4,False,0,True,True,3,True,False,2,False,False,False,True,1,False,False,2,False,False,0,False,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,3,228980,2,0,2,True,4,True,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,0,4,False,False,False,True,True,False,True,False
ArcaPick__dddhppepkkcaladjjnepediffbmicmji_v1.0.5,1,"UReq,UProf",3,2,False,0,True,False,2,True,False,1,False,False,False,True,1,False,False,3,False,False,0,False,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,23202,1,0,2,False,0,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0,4,False,False,False,True,True,False,True,False
Arcify Spotlight__pegemlhekkccgoidiphojbpnabahjmff_v1.0.1,1,"UReq,UProf",3,9,False,0,True,True,3,True,False,4,True,True,False,True,1,False,False,1,False,False,0,False,0,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,19,256169,2,0,3,True,14,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,0,2,False,False,False,True,True,False,False,False
Asistencia SIU al Toque__fheehheikebalhcooekemppninominja_v3.5.1,1,"UReq,UProf",3,3,False,0,True,True,3,False,False,1,True,False,False,True,1,False,False,3,False,False,0,False,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,2,3447,0,0,1,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,4,False,False,False,True,True,False,True,False
ASKEROV TERMINAL__nelflgboodfjmnpjjmnjopggnedfgpdo_v4.0,1,"UReq,UProf",3,0,False,0,True,True,3,False,False,0,True,False,False,True,1,False,False,3,False,False,0,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,321571,0,0,17,True,2,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,0,4,False,False,False,True,True,False,False,False
Augnito Mic Browser Extension (ONLY PUSH-TO-TALK)__kbolpopjlchgadnmnmadfmilaeenladj_v1.0.0.1,1,"UReq,UProf,LF",3,3,False,0,True,True,3,True,False,2,False,False,False,True,1,True,False,3,False,False,0,False,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,6,315815,0,3,22,True,20,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,0,2,False,False,False,True,True,False,False,False
Auto Clicker__hgbgbineahlciamhhncofbihbiaibado_v1.0.0,1,UProf,3,2,False,0,True,True,3,True,False,1,False,False,False,True,1,False,False,1,False,False,0,False,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,3,30914,0,0,0,False,0,True,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,0,4,False,False,False,True,True,False,True,False
Auto edclub__bkcedcfganhnkhphcfagmnoamnginlnb_v1.1,1,"UReq,UProf",3,3,False,0,True,False,2,True,False,1,True,False,False,True,1,False,False,3,False,False,0,False,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7,35886,1,0,14,True,2,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,0,2,False,False,False,True,True,False,False,False
Auto Hide Bookmark Bar__mcoedoeddgalbljijkncbpmoaechaieb_v1.2,1,,3,1,False,0,True,True,3,True,False,1,False,False,False,True,1,False,False,3,False,False,0,False,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,2830,0,0,0,True,1,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2,False,False,False,True,True,False,False,False
"Auto Scroll for YouTube Shorts, TikTok, Instagram & Facebook__kphaghodmbfoniknhiicnhkmefcmmfih_v2.0.0",1,"UReq,UProf",3,3,False,0,True,False,2,True,False,2,False,False,False,True,1,False,False,2,False,False,0,False,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,3,54183,0,0,3,True,4,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,True,False,0,0,False,False,False,False,False,False,False,False
Auto Scroll — Free & Simple Speed Reader__edoomocldffdloipigcdnpbamnjglelc_v1.0.0,1,"UReq,UProf",3,2,False,0,True,True,3,True,False,1,False,False,False,True,1,False,False,2,False,False,0,False,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,3,36578,1,0,5,True,1,True,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,0,6,False,False,False,True,True,False,True,False
AutoMyPage-就活マイページ自動入力ツール__liondbficcdajiapcbbhkecmeknlepkb_v1.27,1,"UReq,UProf",3,3,False,0,True,True,3,True,False,1,False,False,False,True,1,False,False,3,False,False,0,False,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,7,278488,0,0,28,True,4,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,0,4,False,False,False,True,True,False,True,False
AutoScroll Plus__lkmjkddbnfapnppcloidfnbgocfibghm_v2.0.0,1,"UReq,UProf",3,2,False,0,True,True,3,True,False,1,True,False,False,True,1,False,False,2,False,False,0,False,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,92843,2,0,2,True,9,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,0,2,False,False,False,True,True,False,False,False
AutoScroll__phfmhcilnldcfjklaefgaiplpaencogp_v1.0.0,1,,3,1,False,0,True,True,3,False,False,0,True,False,False,True,1,False,False,2,False,False,0,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,14387,0,0,0,True,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,4,False,False,False,True,True,False,True,False
AutoStop – Stop Autoplay Everywhere__pbdnfbcobcfcmjcdkfidpjikaoolkpij_v1.0.0,1,"UReq,UProf",3,2,False,0,True,True,3,True,False,1,False,False,False,True,1,False,True,1,False,False,0,False,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,3,11247,0,0,1,True,1,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,6,False,False,False,True,True,False,True,False
Autoþorn__dgliaaamejjhjfpamgpkggpemjlbgooa_v1.0,1,"UReq,UProf",3,1,False,0,True,True,3,False,False,0,True,False,False,True,1,False,False,3,False,False,0,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,15712,1,0,2,False,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,2,False,False,False,True,True,False,False,False
Avantpro MGL__ifbippofigmcolbjiamncnafljbfganh_v1.1.0,1,"UReq,UProf",3,4,False,0,True,False,2,True,False,2,True,False,False,True,1,False,True,3,False,False,0,False,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,2,71559,0,0,15,True,3,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,False,False,False,False,False,0,2,False,False,False,True,True,False,False,False
BanglaTrans - English to Bengali Translator__ddlgcchjhiojfdjlaeopallgkdggaoce_v3.6,1,"UReq,UProf",3,3,False,0,True,True,3,True,False,1,False,False,False,True,1,False,False,3,False,False,0,False,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,3,6691,1,0,3,True,1,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0,4,False,False,False,True,True,False,True,False
Base16 Everything__jmofeafhkeohbpbedgbnkdlfaomjbnkf_v1.1.1,1,"UReq,UProf",3,4,False,0,True,True,3,True,False,3,True,False,True,True,1,False,False,3,False,False,0,True,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,7,129580,4,0,20,True,4,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,0,2,False,False,False,True,True,False,False,False
Bass Booster Extreme__nckmdmmhlhnodnhhnkehekideinnpdbi_v1.0.7,1,"UReq,UProf",3,6,False,0,True,True,3,True,False,2,False,True,True,True,1,False,True,3,False,False,0,False,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,5,311613,1,0,2,True,12,True,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,0,12,False,False,False,True,True,False,True,False
BDRIS Autofill__ompfjkflapbbcdgmnjajocblfifpgjbm_v1.0.3,1,"UReq,UProf",3,2,False,0,True,False,2,True,False,1,True,False,False,True,1,False,False,3,False,False,0,False,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6,1107976,18,5,73,True,10,True,True,False,True,False,False,False,False,False,True,True,True,True,True,True,False,False,False,True,False,0,2,False,False,False,True,True,False,False,False
Blocksi Bypass - Unblocker__leaccdbohihfhcecmpebdnaoddnamkbc_v1.0.0,1,,3,0,False,0,True,True,3,True,False,0,False,False,False,True,1,False,True,3,False,False,0,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,1951,0,0,0,True,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,2,False,False,False,True,True,False,False,False
Bold All Text Toggle__kkkmbcbhceoicbogndoofkbeoafkckeb_v1.0,1,,3,1,False,0,True,True,3,True,False,0,False,False,False,True,1,False,False,1,False,False,0,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,6129,0,0,0,True,2,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0,12,False,False,False,True,True,False,False,False
Box Direct Link Copy__angmlbfblcimollpjdncagkokmkdlcin_v1.0.0,1,"UReq,UProf",3,1,False,0,True,False,2,False,False,1,False,False,False,True,1,False,False,3,False,False,0,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1,21450,0,0,1,True,1,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,0,2,False,False,False,True,True,False,False,False
BPM & Key Finder — RysUpAudio__dkmnfaafilfodmnklopjdolongpocfkj_v1.0.0,1,UProf,3,3,False,0,True,False,2,True,False,2,False,False,False,True,1,False,False,3,False,False,0,False,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,4,11660,0,0,0,False,0,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,0,4,False,False,False,True,True,False,True,False
Built-in AI__aekdeffgkjegkdbdnkllpaeakcapfjdb_v1.8.0,1,"UReq,LF,CE",3,2,False,0,True,True,3,True,False,1,True,False,True,True,1,False,True,1,False,False,0,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,16,7247361,24,26,83,True,20,True,True,False,True,False,False,False,True,False,True,True,False,True,True,True,False,False,False,False,False,0,4,False,False,False,True,True,False,True,False
Bulk File Downloader - Download All Files from any Website__dgjdojjcfbanlmelabjgdojheiomcigg_v1.0.0,1,"UReq,UProf",3,2,False,0,True,True,3,True,False,2,False,False,False,True,1,False,False,3,False,False,0,False,0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,3,42429,1,0,5,False,0,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0,2,False,False,False,True,True,False,False,False
Bunker46__hffbfaedhainmpaodhdgepnmmkmpahaa_v2026.4.3.60,1,"UReq,UProf",3,3,False,0,True,True,3,True,False,1,True,False,False,True,1,False,False,1,False,False,0,False,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10,538308,3,0,26,True,9,True,True,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,0,4,False,False,False,True,True,False,True,False
Burn Before Reading_ Set the Internet on Fire__ljpennphbhdhaaahgibpnipnfifipkij_v2.1,1,"UReq,UProf",3,4,False,0,True,True,3,True,False,2,True,False,False,True,1,False,False,3,False,False,0,False,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,4,54040,1,0,8,True,2,True,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,0,4,False,False,False,True,True,False,True,False
Canvas Dashboard Grades__hebfledjhbhicdpojmfcklkjjeboegaf_v3.1,1,"UReq,UProf",3,1,False,0,True,True,3,False,False,0,False,False,False,True,1,False,False,3,False,False,0,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,5742,1,0,2,False,0,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,0,2,False,False,False,True,True,False,False,False
Canvas to Markdown for Gemini__gihkjajgpbnmgadiidpophckknfcekpj_v1.1.1,1,"UReq,UProf",3,3,False,0,True,False,2,False,False,2,True,False,False,True,1,False,False,3,False,False,0,False,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,3,40921,0,0,4,False,0,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,0,4,False,False,False,True,True,False,True,False
CaptchaX - Auto CAPTCHA Recognition__chfieifmclkhjakoadihfkiengbokicf_v1.2.7,1,"UReq,UProf,LF",3,3,False,0,True,True,3,True,False,2,True,False,True,True,1,False,False,3,False,False,0,False,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,4,452553,6,2,16,True,2,True,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,0,2,False,False,False,True,True,False,False,False
Captionz - YouTube Dual Subtitles & A-B Repeat__epmnpaienfgfkbbjeccpdcfajcppiphj_v1.2.0,1,"UReq,UProf",3,3,False,0,True,False,2,True,False,1,False,False,False,True,2,False,True,3,False,False,0,False,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,32273,4,5,21,True,4,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0,17,False,False,False,True,True,False,True,False
Ceep - AI Bookmark Manager__nlokdjiaaomjpkgdcicnppimimafgfoe_v1.0.1,1,"UReq,UProf",3,2,False,0,True,False,2,True,False,1,False,True,False,True,1,False,False,1,False,False,0,False,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,316337,13,0,14,True,11,True,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False,True,False,0,2,False,False,False,True,True,False,False,False
Chantilly the rabbit__chfnehocmmndkgimcnihbphekohlhhnf_v1.0.0,1,"UReq,UProf",3,2,False,0,True,True,3,False,False,1,True,False,False,True,1,False,False,3,False,False,0,False,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,5,81562,1,0,2,False,0,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,0,2,False,False,False,True,True,False,False,False
ChargeGuardian__kkbkjceljokgdbkiphjkmpiogdgodjhp_v2.8.2,1,"UReq,UProf",3,5,False,0,True,True,3,True,False,1,False,False,False,True,1,False,True,3,False,False,0,False,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,58797,0,0,6,False,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0,2,False,False,False,True,True,False,False,False
